Export MPAN / MSID,Import MPAN / MSID,Customer Name,Customer Site,Address Line 1,Address Line 2,Town/ City,County,Postcode,Country,Location (X-coordinate):_Eastings (where data is held),Location (y-coordinate):_Northings (where data is held),Grid Supply Point,Bulk Supply Point,Primary,Point of Connection (POC)_Voltage (kV),Licence Area,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status,Already connected Registered Capacity (MW),Already Connected - Maximum Export Capacity (MW),Already Connected - Maximum Export Capacity (MVA),Already Connected - Maximum Import Capacity (MW),Already Connected - Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MVA),Accepted to Connect - Change to Maximum Import Capacity (MW),Accepted to Connect - Change to Maximum Import Capacity (MVA),Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,Longitude,Latitude,SpatialCoordinates_Customer,SiteFunctionalLocation,Primary Resource Type_Group
Data not available,,Electrical Mechanical Projects Ltd,CHEQUERS WAY,,,Palmers Green,LONDON,N13 6BU,England,532050,192387,TOTTENHAM 132kV,PALMERS GRN GRID 132/11kV,,11kV,Eastern Power Networks (EPN),Fossil Gas,Steam-gas turbine (CCGT),,,,1.999,,,,,,,,,,,,,No,Connected,1.999,1.999,2.104,1.0,1.053,2021-11-09,,,,,,,,,,,,,,2022-01-17,-0.0941869173579106,51.6148323359281,"51.6148323359281,-0.0941869173579106",EPN-S0000000F7030,Fossil fuel
Data not available,,Anglo Renewables,(ANM) Barleylands Road,,,BASILDON,Essex,SS15 4BG,England,569727,191351,TILBURY 132KV TEE POINT,Not Applicable,,132kV,Eastern Power Networks (EPN),Storage battery,Battery,,,,49.9,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.9,49.9,52.526,49.9,52.526,2021-05-17,,,,,,,,2021-07-14,0.449008340360516,51.5954376460173,"51.5954376460173,0.449008340360516",NULL,Storage
Data not available,,Low Carbon,(ANM) Snipe Solar Farm,Fambridge Road,,Rochford,Essex,SS4 3LT,England,586129,195355,RAYLEIGH MAIN 132KV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,40.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,40.0,40.0,42.105,0.1,0.105,2021-07-26,,,,,,,,2021-09-14,0.687665651705224,51.6262233586037,"51.6262233586037,0.687665651705224",EPN-S0000000C7057,Solar PV
Data not available,,RNA Energy,(ANM) Moorland Stud Farm,,,Kenford,Cambs,CB8 7QS,England,570915,267099,BURWELL MAIN GRID 132kV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,100.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,100.0,100.0,105.263,50.0,52.632,2021-06-15,,,,,,,,2021-07-14,0.503748368060711,52.275472469438,"52.275472469438,0.503748368060711",EPN-S0000000C7057,Solar PV
Data not available,,Infraland Ltd,(ANM) Rowley Hill Road,,,Haverhill,Essex,CB9 7JU,England,569921,243773,PELHAM GRID 132kV,BELCHAMP GRID 132/33kV,HAVERHILL PRIMARY 33/11kV,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,16.0,Storage battery,Battery,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,16.0,16.0,16.842,4.0,4.211,2021-08-06,,,,,,,,2021-10-14,0.477522593692627,52.0662666325531,"52.0662666325531,0.477522593692627",EPN-S0000000H1036,Solar PV
Data not available,,AMP,(ANM) Land on West Side of Progress Road,,,Leigh on Sea,Essex,SS9 5PR,England,583298,188988,RAYLEIGH MAIN 132KV,RAYLEIGH LOCAL 132/33kV,BELLHOUSE LN PRIMARY,11kV,Eastern Power Networks (EPN),Fossil Gas,Steam-gas turbine (CCGT),,,,3.588,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,3.588,3.588,3.777,0.2,0.211,2021-07-28,,,,,,,,2021-10-14,0.643488492809438,51.5699652737506,"51.5699652737506,0.643488492809438",EPN-S0000000H7038,Fossil fuel
Data not available,,TNEI Services,(ANM)LAND NEAR HENHAM,,,Bishops Stortford,Herts,CM22 6AT,England,554724,228435,PELHAM GRID 132kV,BR UGLEY 132/25kV,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,40.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,40.0,40.0,42.105,0.25,0.263,2021-08-20,,,,,,,,2021-10-14,0.249093077953018,51.9329238741946,"51.9329238741946,0.249093077953018",NULL,Solar PV
Data not available,,FPC Electric Land Limtied,(ANM - N/A) LAND AT WOOD FARM,,Dunston,Norwich,Norfolk,NR14 8QD,England,0,0,NORWICH MAIN 132kV,,,132kV,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,100.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,100.0,100.0,105.263,100.0,105.263,2021-10-21,,,,,,,,2021-12-14,,,,EPN-S0000000C7057,Storage
Data not available,,Elgin Energy,(ANM - N/A) Long Lane,,,Gamlingay,Cambs,SG19 3BP,England,525530,253211,EATON SOCON GRID 132kV,LITTLE BARFORD 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,25.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,,,,,,,,Yes,Accepted to Connect,,,,,,,25.0,25.0,26.316,25.0,26.316,2021-11-11,,,,,,,,2021-12-14,-0.166188222735369,52.1629059785169,"52.1629059785169,-0.166188222735369",EPN-S0000000D4055,Solar PV
Data not available,,Path Finder CE,"(ANM) Land North of Whittlesey Road,",,,March,Cambs,PE15 0AP,England,0,0,WALPOLE GIS 132KV,WEST MARCH 132kV,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.8,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.8,49.8,52.421,30.0,31.579,2022-01-17,,,,,,,,2022-02-14,,,,EPN-S0000000C6043,Solar PV
Data not available,,Eclipse Power,(ANM) SS17 9LL The Manorway,The Manor Way,,STANFORD-LE-HOPE,Essex,SS17 9LL,England,0,0,TILBURY 132KV TEE POINT,CORYTON GRID,,33kV,Eastern Power Networks (EPN),Fossil - Gas,Engine (combustion / reciprocating),,,,20.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,,,,,,,,Yes,Accepted to Connect,,,,,,,20.0,20.0,21.053,0.0,0.0,2021-09-28,,,,,,,,2021-12-14,,,,EPN-S0000000D7027,Fossil fuel
Data not available,,GS Capital,(ANM) Land off Drybread Road,,,Peterborough,Cambs,PE7 2AT,England,528943,297513,WALPOLE GIS 132KV,PETERBOROUGH CENTRAL 132/33kV,WHITTLESEY PRIMARY 33kV,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,25.25,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,25.25,25.25,26.579,0.0,0.0,2021-09-06,,,,,,,,2021-12-14,-0.0993119658960162,52.5601839149688,"52.5601839149688,-0.0993119658960162",EPN-S0000000G6070,Solar PV
Data not available,,Energy People,(ANM - N/A) Bullen Lane,,,Ipswich,SUFFOLK,IP8 4JJ,England,611262,246383,BRAMFORD GRID 132kV,,,132kV,Eastern Power Networks (EPN),Storage battery,Battery,,,,50.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,50.0,50.0,52.632,50.0,52.632,2021-08-12,,,,,,,,2021-09-14,1.08139951493141,52.0754894812506,"52.0754894812506,1.08139951493141",EPN-S0000000C7057,Storage
Data not available,,RNA-Energy Ltd,"(ANM) Land at Stanton Park Farm,",,,Diss,SUFFOLK,IP22 1HN,England,602440,274200,BRAMFORD GRID 132kV,DISS GRID 132/33KV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,18.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,18.0,18.0,18.947,,,2021-08-05,,,,,,,,2021-09-14,0.969468495966543,52.3285335590008,"52.3285335590008,0.969468495966543",EPN-S0000000D1014,Solar PV
Data not available,,AMP Clean Energy,(ANM) CPS House,Stephenson Road,,Colchester,Essex,CO4 9QR,England,0,0,BRAMFORD GRID 132kV,LAWFORD GRID 132/33kV,SEVERALLS LN PRIMARY 33/11kV,33kV,Eastern Power Networks (EPN),Fossil - Gas,Engine (combustion / reciprocating),,,,6.078,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,6.0,6.0,6.316,0.2,0.211,2021-12-14,,,,,,,,2022-01-17,,,,EPN-S0000000H3039,Fossil fuel
Data not available,,RNA Energy,(ANM) Land at Brickhill Pastures Farm,Limbersey Lane,,Maulden,Beds,MK45 2EB,England,0,0,SUNDON 132kV,WESTONING GRID 132/33kV,AMPTHILL PRIMARY 33/11kV,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,40.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,40.0,40.0,42.105,0.0,0.0,2022-01-04,,,,,,,,2022-02-14,,,,EPN-S0000000H4034,Solar PV
Data not available,,Road Night Taylor,"(ANM) Coventry Farm,",Six Mile Bottom,,Newmarket,Suffolk,CB8 0UW,England,0,0,BURWELL MAIN GRID 132kV,FULBOURN GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,35.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,35.0,35.0,36.842,0.1,0.105,2022-01-26,,,,,,,,2022-02-14,,,,EPN-S0000000D4084,Solar PV
Data not available,,Consultus International Group,(ANM) CHELMSFORD,Moulsham Hall Lane,Great Leighs,Chelmsford,Essex,CM3 1QP,England,0,0,BRAINTREE 132kV,BRAINTREE LOCAL 132/33kV,WEST BRAINTREE PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Fossil - Gas,Engine (combustion / reciprocating),,,,1.5,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,1.5,1.5,1.579,1.0,1.053,2022-01-18,,,,,,,,2022-02-14,,,,EPN-S0000000H3053,Fossil fuel
1200051007316,,"Erith Oil Works, Albion Wharf",,CHURCH MANORWAY,,Erith,KENT,DA8 1DL,England,550528,179356,LittleBrook 132kV,-,Erith,11,London Power Networks (LPN),Fossil Gas,Steam-gas turbine (CCGT),,,,14.81,,,,,,,,,,,,,No,Connected,14.81,14.81,18.505,,,1999-01-01,,,,,,,,,,,,,,2020-11-13,0.166926776494753,51.4931165422943,"51.4931165422943,0.166926776494753",LPN-S000000000796,Fossil fuel
1200051842260,,ASDA,M-Real Belvedere,NORMAN ROAD,,Belvedere,KENT,DA17 6JY,England,549749,180166,Barking West 33KV,-,Sewell Road,0.415,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,2.4,,,,,,,,,,,,,No,Connected,2.4,2.4,3.0,,,2006-01-01,,,,,,,,,,,,,,2021-12-14,0.156057494806358,51.5006011569006,"51.5006011569006,0.156057494806358",NULL,Fossil fuel
Data not available,,University College London,University College London,GOWER STREET,,Bloomsbury,LONDON,WC1H 0XG,England,529899,182042,St Johns Wood 132kV,-,Longford St  B,0.415,London Power Networks (LPN),Fossil Gas,Steam-gas turbine (CCGT),,,,2.92,,,,,,,,,,,,,No,Connected,2.92,2.92,3.65,,,2002-10-01,,,,,,,,,,,,,,2020-11-13,-0.129056545149048,51.5223664634003,"51.5223664634003,-0.129056545149048",LPN-S000000000256,Fossil fuel
Data not available,,Thames Water Utilities Ltd,Abbey Mills Pumping Station,ABBEY LANE,,STRATFORD,LONDON,E15 2RW,England,538761,183180,West Ham 132kV,-,West Ham Grid 11kV,0.7,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,4.0,,,,,,,,,,,,,No,Connected,4.0,4.0,5.0,,,2006-01-01,,,,,,,,,,,,,,2021-12-14,-0.00095463971856362,51.5304867802044,"51.5304867802044,-0.00095463971856362",LPN-S000000000695,Fossil fuel
1200050805718,,London Electricity Services,Barkantine CHP,BARKANTINE ESTATE,TILLER ROAD,Isle of Dogs,LONDON,E14 8PX,England,537226,179313,West Ham 132kV,-,West Ferry Circus,11,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.345,,,,,,,,,,,,,No,Connected,1.345,1.345,1.681,,,2001-09-01,,,,,,,,,,,,,,2020-11-13,-0.0245735607882765,51.4961123755324,"51.4961123755324,-0.0245735607882765",LPN-S000000000639,Fossil fuel
1200060711243,,Kings College Hospital,Kings College Hospital,DENMARK HILL,,Brixton,LONDON,SE5 9RS,England,532582,175995,New Cross 66kV,-,Bengeworth Raod,11,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,4.2,,,,,,,,,,,,,No,Connected,4.2,4.2,5.25,,,2009-12-12,,,,,,,,,,,,,,2020-11-13,-0.0926769037857477,51.4674023655171,"51.4674023655171,-0.0926769037857477",NULL,Fossil fuel
1200001071622,,St. Marys Hospital,St. Marys Hospital,PRAED STREET,,Paddington,LONDON,W2 1NY,England,526777,181376,Lodge Road 66kV,-,Hyde Park A,0.415,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,1.6,,,,,,,,,,,,,No,Connected,1.6,1.6,2.0,,,2007-10-12,,,,,,,,,,,,,,2021-12-14,-0.174270879698083,51.5170899547109,"51.5170899547109,-0.174270879698083",NULL,Fossil fuel
1200010174745,,Thames Barrier- South Side Supply (Non-postal),Thames Barrier- South Side Supply (Non-postal),EASTMOOR STREET,,Charlton,LONDON,SE7 8LX,England,541627,178999,Beddington 132kV Hurst 132kV,-,Farjeon Road,11,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,1.5,,,,,,,,,,,,,No,Connected,1.5,1.5,1.875,,,1990-01-07,,,,,,,,,,,,,,2021-12-14,0.0386569595970152,51.4922064211458,"51.4922064211458,0.0386569595970152",NULL,Fossil fuel
Data not available,,LUL Greenwich Power Station,LUL Greenwich Power Station,MANSELL STREET,,ALGATE,LONDON,E1 8AA,England,533798,181204,City Road 132kV,-,Mansell St,22,London Power Networks (LPN),Fossil gas,Gas turbine (OCGT),,,,24.76,,,,,,,,,,,,,No,Connected,24.76,24.76,30.95,,,2008-01-01,,,,,,,,,,,,,,2020-11-13,-0.0732087303677189,51.5139265703364,"51.5139265703364,-0.0732087303677189",LPN-S000000000468,Fossil fuel
1200010157225,,LUL Greenwich Power Station,LUL Greenwich Power Station,STEPHENSON STREET,,CANNING TOWN,LONDON,E16 4SA,England,539128,181932,West Ham 132kV,-,Stephenson St,11,London Power Networks (LPN),Fossil gas,Gas turbine (OCGT),,,,37.14,,,,,,,,,,,,,No,Connected,37.14,37.14,46.425,,,2008-01-01,,,,,,,,,,,,,,2020-11-13,0.00384029193573202,51.519182121735,"51.519182121735,0.00384029193573202",LPN-S000000000679,Fossil fuel
1298000000644,,Beckton Sewage Works (33kV),Beckton Sewage Works (33kV),JENKINS LANE,,Barking,ESSEX,IG11 0AD,England,544385,182979,Barking West 33kV,-,Barking West,0.415,London Power Networks (LPN),Biofuel landfill gas,Engine (combustion / reciprocating),,,,20.5,,,,,,,,,,,,,No,Connected,20.5,20.5,25.625,,,2008-06-01,,,,,,,,,,,,,,2020-11-13,0.0799847010870837,51.5272718653198,"51.5272718653198,0.0799847010870837",LPN-S000000000617,Biogas
1200061171324,,Crossness Sewage Treatment Works,Crossness Sewage Treatment Works,BELVEDERE ROAD,,Thamesmead,LONDON,SE2 9AQ,England,548516,180926,Barking West 33kV,-,Barking D,6.6,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,16.952,,,,,,,,,,,,,No,Connected,16.952,16.952,21.19,,,2000-09-10,,,,,,,,,,,,,,2021-12-14,0.138626630853123,51.5077549358812,"51.5077549358812,0.138626630853123",NULL,Fossil fuel
1200010108690,,St Bartholomews Hospital,St Bartholomews Hospital,ST BARTHOLOMEWS HOSPITAL,LITTLE BRITAIN,CITY OF LONDON,LONDON,EC1A 7BE,England,531927,181561,City Road 132kV,-,City Road B,0.4,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.44,,,,,,,,,,,,,No,Connected,1.44,1.44,1.8,,,2016-02-19,,,,,,,,,,,,,,2020-11-13,-0.100022450691564,51.5175743432496,"51.5175743432496,-0.100022450691564",NULL,Fossil fuel
1200050573996,,Thames Water Coppermills,Thames Water Coppermills,COPPERMILLS LANE,,WALTHAMSTOW,LONDON,E17 7HG,England,535419,188418,Hackney Sgrid 66 kV,-,Exeter Road,3.3,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,7.2,,,,,,,,,,,,,No,Connected,7.2,7.2,9.0,,,2015-02-23,,,,,,,,,,,,,,2021-12-14,-0.0470888300828964,51.5783669647528,"51.5783669647528,-0.0470888300828964",NULL,Fossil fuel
1200061707744,,Sainsburys Distribution Depot,Sainsburys Distribution Depot,50 LOMBARD WALL,,Greenwich Peninsula,LONDON,SE7 7SW,England,540817,179002,Eltham Grid 33 kV,-,Farjeon Road,11,London Power Networks (LPN),Solar,Engine (combustion / reciprocating),,,,1.36,,,,,,,,,,,,,No,Connected,1.36,1.36,1.7,,,2015-03-30,,,,,,,,,,,,,,2020-11-13,0.0269984829023494,51.4924355132949,"51.4924355132949,0.0269984829023494",NULL,Solar PV
1200061461830,,Heart of Greenwich,Heart of Greenwich,WOOLWICH ROAD IDNO,,Greenwich Peninsula,LONDON,SE10 9EF,England,539495,178253,Eltham Grid 33 kV,-,Farjeon Road,11,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,0.844,,,,,,,,,,,,,No,Connected,0.844,0.844,1.005,,,2015-04-07,,,,,,,,,,,,,,2020-11-13,0.00767273627870038,51.4860324486091,"51.4860324486091,0.00767273627870038",NULL,Fossil fuel
1200050981431,,Citibank Data Centre,Citibank Data Centre,66 MOLESWORTH STREET,,Lewisham,LONDON,SE13 7EX,England,538129,175383,Deptford Grid 132 kV,-,Deptford Grid 11kV,11,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.466,,,,,,,,,,,,,No,Connected,1.466,1.466,1.832,,,2015-08-22,,,,,,,,,,,,,,2020-11-13,-0.0131091163195803,51.4605773580529,"51.4605773580529,-0.0131091163195803",LPN-S000000000786,Fossil fuel
1200010261399,,Citigen,Citigen,47-53 CHARTERHOUSE STREET,,Barbican,LONDON,EC1M 6AH,England,531930,181969,City Road 132kV,-,Beech St A,11,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,8.692,,,,,,,,,,,,,No,Connected,8.692,8.692,10.864,,,2015-10-01,,,,,,,,,,,,,,2020-11-13,-0.0998266360828742,51.5212401294069,"51.5212401294069,-0.0998266360828742",LPN-S000000000407,Fossil fuel
Data not available,,Kingsgate House,Kingsgate House,70 VICTORIA STREET,,Westminster,LONDON,SW1E 6SH,England,529323,179231,Wimbledon Grid 132kV,-,Victoria Gardens,11,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,2.92,,,,,,,,,,,,,No,Connected,2.92,2.92,3.65,,,2016-06-04,,,,,,,,,,,,,,2021-12-14,-0.138384193401002,51.4972369180922,"51.4972369180922,-0.138384193401002",NULL,Fossil fuel
1200051494192,,Imperial College,Imperial College,EXHIBITION ROAD,,South Kensington,LONDON,SW7 2AZ,England,526787,179346,St Johns Wood 132kV,-,Duke St,6.6,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,8.749,,,,,,,,,,,,,No,Connected,8.749,8.749,10.936,,,2016-12-23,,,,,,,,,,,,,,2020-11-13,-0.17485601586476,51.4988443377729,"51.4988443377729,-0.17485601586476",LPN-S000000003327,Fossil fuel
1200060654729,,St. Georges Hospital,St. Georges Hospital,BLACKSHAW ROAD,,Tooting,LONDON,SW17 0QT,England,526925,171325,Wimbledon Grid 132kV,-,Durnsford Road,11,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,5.325,,,,,,,,,,,,,No,Connected,5.325,5.325,6.656,,,2017-05-30,,,,,,,,,,,,,,2020-11-13,-0.175745817462133,51.4267290486196,"51.4267290486196,-0.175745817462133",NULL,Fossil fuel
1200062073850,,Level 3 Communications,Level 3 Communications,6 BRAHAM STREET,,ALGATE,LONDON,E1 8EE,England,533844,181205,Finsbury Market B 33kV,-,Osborn St,0.4,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,3.2,,,,,,,,,,,,,No,Connected,3.2,3.2,4.0,,,2017-06-25,,,,,,,,,,,,,,2021-12-14,-0.07254584118418,51.5139246709648,"51.5139246709648,-0.07254584118418",LPN-S000000003915,Fossil fuel
Data not available,,Bloomberg Building,Bloomberg Building,3 QUEEN VICTORIA STREET,,CITY OF LONDON,LONDON,EC4N 4TQ,England,532570,181040,Backhill 132kV,-,Back Hill,11,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,2.4,,,,,,,,,,,,,No,Connected,2.4,2.4,3.0,,,2017-07-27,,,,,,,,,,,,,,2021-12-14,-0.090956633278849,51.5127420117977,"51.5127420117977,-0.090956633278849",LPN-S000000000201,Fossil fuel
Data not available,,Coca Cola,Coca Cola,CRAY ROAD,,Ruxley,KENT,DA14 5DF,England,547386,170706,Hurst 275kV,-,Chislehurst,0.4,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.28,,,,,,,,,,,,,No,Connected,1.28,1.28,1.6,,,2019-04-18,,,,,,,,,,,,,,2020-11-13,0.118099564825119,51.416220142428,"51.416220142428,0.118099564825119",LPN-S000000000816,Fossil fuel
Data not available,,Jaguar Building Services,ONE ANGEL COURT,ONE ANGEL COURT,,CITY OF LONDON,LONDON,EC2R 7HJ,England,532810,181301,-,-,,,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,6.08,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,6.08,6.08,6.4,0.0,0.0,2019-11-18,,,,,,,,2021-12-14,-0.0874018771289148,51.5150311574318,"51.5150311574318,-0.0874018771289148",NULL,Fossil fuel
Data not available,,Hurley Palmer Flatt Ltd,RIVERSIDE SOUTH,RIVERSIDE SOUTH,WEST FERRY ROAD,POPULAR,LONDON,E14 8PR,England,536974,180448,-,-,,,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,5.7,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,5.7,5.7,6.0,9.5,10.0,2016-09-12,,,,,,,,2021-01-15,-0.0277611495885446,51.5063726934846,"51.5063726934846,-0.0277611495885446",NULL,Fossil fuel
Data not available,,Thornton Reynolds Ltd,111-119 CHARING CROSS ROAD,111-119 CHARING CROSS ROAD,,Westminster,LONDON,W1D 4AY,England,529813,181146,-,-,,,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,3.135,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,3.135,3.135,3.3,0.0,0.0,2017-03-14,,,,,,,,2020-11-13,-0.130625148735025,51.5143341835364,"51.5143341835364,-0.130625148735025",NULL,Fossil fuel
Data not available,,Power On Connections,PEARTREE WAY LONDON,PEARTREE WAY,,GREENWICH,LONDON,SE10 0GU,England,540263,179097,Beddington 132kV,-,,,London Power Networks (LPN),Gas,Engine (combustion / reciprocating),,,,1.52,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,1.52,1.52,1.6,1.52,1.6,2018-08-06,,,,,,,,2021-01-15,0.0190614806458566,51.4934267556902,"51.4934267556902,0.0190614806458566",NULL,Fossil fuel
1200062610723,,NHS,HAMMERSMITH HOSPITAL,HAMMERSMITH HOSPITAL,DU CANE ROAD,HAMMERSMITH,LONDON,W12 0HS,England,522450,181207,Willesden Grid 66kV,-,,,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,2.0,,,,,,,,,,,,,No,Connected,2.0,2.0,2.105,0.001,0.001,2019-07-25,,,,,,,,,,,,,,2020-11-13,-0.236658335893006,51.5165247178884,"51.5165247178884,-0.236658335893006",NULL,Fossil fuel
Data not available,,ENER-G Combined Power Ltd,LEWISHAM UNIVERSITY HOSPITAL,LEWISHAM UNIVERSITY HOSPITAL,LEWISHAM HIGH ST,LEWISHAM,LONDON,SE13 6LH,England,537874,174681,Hurst 275kV,-,,,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.28,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,1.28,1.28,1.344,0.001,0.001,2019-01-23,,,,,,,,2021-01-15,-0.0170507442721162,51.4543312011086,"51.4543312011086,-0.0170507442721162",NULL,Fossil fuel
Data not available,,AMP Energy Services Ltd,GALLIONS POWER,UNIT 3 RIMA HOUSE,UNIT 3 RIMA HOUSE RIPPLE ROAD,BARKING,ESSEX,IG11 0RH,England,547319,183506,Barking West 33kV,-,,11,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,5.0,,,,,,,,,,,,,No,Connected,5.0,5.0,5.26,0.0,,2021-07-17,,,,,,,,,,,,,,2021-11-12,0.122469033797919,51.5312499657747,"51.5312499657747,0.122469033797919",NULL,Fossil fuel
Data not available,,Minoco Royal Wharf Energy Centre,NORTH WOOLWICH ROAD,NORTH WOOLWICH ROAD,,ROYAL DOCKS,LONDON,E16 2BG,England,540820,180037,WEST HAM SUPERGRID,-,TO BE CONFIRMED,0.4,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.4,,,,,,,,,,,,,No,Connected,1.4,1.4,1.77,,,2020-09-30,,,,,,,,,,,,,,2020-11-13,0.0274543545996603,51.5017351067189,"51.5017351067189,0.0274543545996603",NULL,Fossil fuel
Data not available,,Engie,Kings yard Energy Centre,White Post Lane,,STRATFORD,LONDON,E15 2GY,England,0,0,To be confirmed,-,,to be confirmed,London Power Networks (LPN),Storage,Engine (combustion / reciprocating),,,,1.114,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,1.114,1.114,1.2,1.114,1.2,2020-07-18,,,,,,,,2020-01-15,,,,NULL,Storage
Data not available,,ICW Powermode,LANGSTON ROAD,,,LOUGHTON,ESSEX,IG10 3TN,England,544668,196450,To be confirmed,-,,to be confirmed,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,1.257,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,1.257,1.257,1.324,,,2020-11-13,,,,,,,,2021-12-14,0.0896084901575479,51.6482412850513,"51.6482412850513,0.0896084901575479",NULL,Fossil fuel
Data not available,,Shenton Group,5-6 MARBLE ARCH W1H 7EJ-W1H 7BZ,Marble Arch,,Marble Arch,LONDON,W1H 7BZ,England,0,0,Hype Park B,-,,to be confirmed,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,2.09,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,2.09,2.09,2.2,,,2021-02-25,,,,,,,,2021-12-14,,,,NULL,Fossil fuel
